Campaign,Ad group,Keyword,Match type,Status,Final URL
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,boite vitesse corolla,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=boite+vitesse+corolla
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,boite vitesse camry,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=boite+vitesse+camry
AF_Search_Gearboxes_HighIntent,Hyundai Kia Gearbox,hyundai ix35 gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=hyundai_kia_gearbox&utm_term=hyundai+ix35+gearbox
AF_Search_Gearboxes_HighIntent,Hyundai Kia Gearbox,kia sportage gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=hyundai_kia_gearbox&utm_term=kia+sportage+gearbox
AF_Search_Gearboxes_HighIntent,Hyundai Kia Gearbox,hyundai tucson gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=hyundai_kia_gearbox&utm_term=hyundai+tucson+gearbox
AF_Search_Gearboxes_HighIntent,Hyundai Kia Gearbox,boite vitesse hyundai tucson,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=hyundai_kia_gearbox&utm_term=boite+vitesse+hyundai+tucson
AF_Search_Gearboxes_HighIntent,Hyundai Kia Gearbox,boite vitesse kia sportage,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=hyundai_kia_gearbox&utm_term=boite+vitesse+kia+sportage
AF_Search_HalfCuts_Import,Half Cut Africa,half cut cars,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=half+cut+cars
AF_Search_HalfCuts_Import,Half Cut Africa,half cut car parts,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=half+cut+car+parts
AF_Search_HalfCuts_Import,Half Cut Africa,front cut cars,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=front+cut+cars
AF_Search_HalfCuts_Import,Half Cut Africa,nose cut cars,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=nose+cut+cars
AF_Search_HalfCuts_Import,Half Cut Africa,half cut supplier,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=half+cut+supplier
AF_Search_HalfCuts_Import,Half Cut Africa,half cut engines,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=half+cut+engines
AF_Search_HalfCuts_Import,Half Cut Africa,demi coupe voiture,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=demi+coupe+voiture
AF_Search_HalfCuts_Import,Half Cut Africa,avant de voiture occasion,Phrase,Paused,https://asia-power.com/half-cuts/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_halfcuts_import&utm_content=half_cut_africa&utm_term=avant+de+voiture+occasion
AF_Search_Import_FromChina,China To Africa Auto Parts,auto parts from china,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=auto+parts+from+china
AF_Search_Import_FromChina,China To Africa Auto Parts,import car parts from china,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=import+car+parts+from+china
AF_Search_Import_FromChina,China To Africa Auto Parts,used engines from china,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=used+engines+from+china
AF_Search_Import_FromChina,China To Africa Auto Parts,used car parts from china,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=used+car+parts+from+china
AF_Search_Import_FromChina,China To Africa Auto Parts,engine importers,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=engine+importers
AF_Search_Import_FromChina,China To Africa Auto Parts,car parts supplier china,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=car+parts+supplier+china
AF_Search_Import_FromChina,China To Africa Auto Parts,china engine supplier,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=china+engine+supplier
AF_Search_Import_FromChina,China To Africa Auto Parts,pieces auto chine,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=pieces+auto+chine
AF_Search_Import_FromChina,China To Africa Auto Parts,import pieces auto chine,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=import+pieces+auto+chine
AF_Search_Import_FromChina,China To Africa Auto Parts,moteur occasion chine,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=moteur+occasion+chine
AF_Search_Import_FromChina,China To Africa Auto Parts,import moteur chine,Phrase,Paused,https://asia-power.com/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_import_fromchina&utm_content=china_to_africa_auto_parts&utm_term=import+moteur+chine
